Flight_ID,Date,Day_of_Week,Airline,Origin_Airport,Destination_Airport,Aircraft_Type,Flight_Status,Time_of_Day,Flight_Delay_Mins,Aircraft_Age_Years
6007,23/7/2011,Tuesday,United Airlines,MIA,LGA,Embraer E175,On-time,Night,0,23
6008,10/6/2011,Sunday,JetBlue Airways,ORD,JFK,Airbus A320,Delayed,Night,159,22
6009,13/4/2015,Wednesday,American Airlines,EWR,ORD,Airbus A320,On-time,Afternoon,0,27
6010,27/1/2012,Tuesday,American Airlines,SFO,DFW,Embraer E175,On-time,Morning,0,2
6011,7/2/2013,Saturday,Southwest Airlines,DFW,LGA,Boeing 777,On-time,Morning,0,11
6012,28/8/2015,Saturday,JetBlue Airways,EWR,ATL,Embraer E175,On-time,Afternoon,0,29
6013,28/7/2012,Sunday,American Airlines,LAX,ATL,Airbus A320,Delayed,Morning,142,5
6014,17/6/2012,Sunday,United Airlines,DFW,DFW,Embraer E175,On-time,Afternoon,0,6
6015,29/12/2013,Monday,JetBlue Airways,DEN,JFK,Airbus A380,Delayed,Evening,121,16
6016,11/6/2013,Friday,Delta Airlines,ORD,MIA,Embraer E175,On-time,Night,0,28
6017,9/2/2012,Tuesday,JetBlue Airways,LAX,DEN,Boeing 737,On-time,Evening,0,20
6018,30/8/2012,Saturday,JetBlue Airways,LGA,ATL,Embraer E175,On-time,Morning,0,10
6019,26/8/2015,Sunday,American Airlines,MIA,EWR,Airbus A320,On-time,Night,0,14
6020,3/6/2015,Saturday,Southwest Airlines,DEN,SFO,Airbus A320,On-time,Afternoon,0,6
6021,21/3/2015,Saturday,Southwest Airlines,JFK,EWR,Airbus A320,Delayed,Afternoon,55,5
6022,7/4/2013,Sunday,American Airlines,SFO,DFW,Airbus A380,On-time,Night,0,27
6023,17/2/2014,Wednesday,American Airlines,DEN,MIA,Airbus A320,On-time,Evening,0,10
6024,20/11/2012,Sunday,American Airlines,EWR,DFW,Boeing 737,Delayed,Evening,8,12
6025,8/9/2015,Sunday,Southwest Airlines,MIA,MIA,Embraer E175,On-time,Afternoon,0,25
6026,20/6/2013,Friday,American Airlines,LAX,DEN,Boeing 777,On-time,Morning,0,27
6027,25/5/2014,Sunday,Delta Airlines,MIA,MIA,Airbus A320,On-time,Afternoon,0,22
6028,25/2/2011,Thursday,Delta Airlines,LAX,DEN,Embraer E175,On-time,Morning,0,17
6029,1/1/2012,Sunday,United Airlines,LGA,LAX,Airbus A380,On-time,Morning,0,26
6030,19/9/2015,Saturday,Delta Airlines,MIA,JFK,Embraer E175,Delayed,Night,60,16
6031,8/3/2015,Tuesday,JetBlue Airways,ATL,LAX,Airbus A320,On-time,Night,0,10
6032,3/11/2015,Saturday,United Airlines,EWR,ORD,Airbus A320,Delayed,Afternoon,7,17
6033,26/11/2015,Friday,Delta Airlines,JFK,MIA,Airbus A320,Delayed,Night,89,2
6034,30/3/2012,Thursday,JetBlue Airways,LGA,ORD,Boeing 737,On-time,Afternoon,0,2
6035,14/4/2011,Sunday,Delta Airlines,DFW,ORD,Embraer E175,On-time,Night,0,29
6036,18/3/2011,Wednesday,JetBlue Airways,JFK,DFW,Boeing 777,On-time,Evening,0,14
6037,18/8/2011,Monday,American Airlines,LGA,JFK,Boeing 737,Delayed,Evening,169,27
6038,5/7/2014,Sunday,JetBlue Airways,MIA,MIA,Boeing 777,On-time,Evening,0,4
6039,11/7/2014,Tuesday,American Airlines,DFW,JFK,Airbus A320,On-time,Night,0,29
6040,27/11/2011,Monday,JetBlue Airways,JFK,DFW,Boeing 777,Delayed,Morning,71,26
6041,20/4/2014,Wednesday,JetBlue Airways,DFW,LAX,Boeing 777,Delayed,Night,119,12
6042,11/6/2013,Friday,Delta Airlines,DEN,ORD,Boeing 737,Delayed,Evening,51,2
6043,27/11/2015,Friday,JetBlue Airways,LGA,ORD,Boeing 737,On-time,Afternoon,0,14
6044,23/4/2015,Wednesday,Delta Airlines,LAX,SFO,Embraer E175,On-time,Morning,0,24
6045,18/11/2012,Saturday,JetBlue Airways,DFW,LGA,Boeing 777,On-time,Evening,0,24
6046,27/1/2011,Wednesday,Southwest Airlines,JFK,LAX,Boeing 737,On-time,Night,0,27
6047,23/7/2014,Sunday,United Airlines,ORD,LAX,Embraer E175,On-time,Afternoon,0,18
6048,3/8/2015,Tuesday,Delta Airlines,ATL,DFW,Boeing 777,Delayed,Night,79,25
6049,26/10/2011,Thursday,Delta Airlines,ORD,JFK,Boeing 777,On-time,Afternoon,0,25
6050,14/8/2013,Sunday,American Airlines,DEN,ATL,Airbus A320,On-time,Evening,0,9
6051,9/3/2013,Sunday,Southwest Airlines,JFK,LAX,Boeing 737,On-time,Afternoon,0,25
6052,19/1/2014,Sunday,American Airlines,EWR,LGA,Airbus A380,On-time,Afternoon,0,28
6053,24/4/2012,Monday,Southwest Airlines,SFO,ATL,Boeing 737,On-time,Afternoon,0,23
6054,26/7/2012,Monday,Southwest Airlines,DEN,SFO,Airbus A320,Delayed,Evening,13,25
6055,2/4/2012,Friday,JetBlue Airways,LAX,DEN,Embraer E175,On-time,Afternoon,0,24
6056,14/1/2015,Sunday,American Airlines,MIA,SFO,Boeing 737,On-time,Night,0,26
6057,31/12/2011,Saturday,United Airlines,SFO,DFW,Boeing 777,On-time,Morning,0,8
6058,8/5/2013,Friday,Southwest Airlines,DFW,MIA,Airbus A380,On-time,Night,0,7
6059,26/8/2015,Tuesday,Southwest Airlines,LGA,DFW,Embraer E175,Delayed,Afternoon,161,13
6060,17/12/2011,Wednesday,Delta Airlines,JFK,LGA,Boeing 737,On-time,Afternoon,0,2
6061,6/8/2015,Monday,JetBlue Airways,JFK,EWR,Embraer E175,Delayed,Evening,127,2
6062,24/11/2014,Sunday,United Airlines,EWR,MIA,Boeing 777,On-time,Night,0,16
6063,10/9/2011,Tuesday,Southwest Airlines,MIA,DEN,Airbus A380,On-time,Afternoon,0,16
6064,19/2/2013,Friday,Delta Airlines,LGA,LGA,Boeing 777,On-time,Evening,0,24
6065,13/3/2013,Friday,American Airlines,LAX,DFW,Airbus A380,On-time,Evening,0,18
6066,8/10/2013,Monday,Southwest Airlines,DEN,ORD,Embraer E175,On-time,Evening,0,2
6067,3/4/2012,Friday,Delta Airlines,ATL,MIA,Boeing 737,On-time,Evening,0,29
6068,19/9/2015,Saturday,American Airlines,ATL,LAX,Airbus A380,On-time,Afternoon,0,7
6069,5/7/2013,Friday,JetBlue Airways,ORD,LAX,Boeing 777,On-time,Afternoon,0,7
6070,13/5/2012,Thursday,American Airlines,ATL,EWR,Airbus A380,On-time,Evening,0,17
6071,7/8/2013,Wednesday,Southwest Airlines,ATL,ORD,Embraer E175,Delayed,Evening,176,27
6072,22/5/2012,Friday,United Airlines,DFW,EWR,Embraer E175,On-time,Night,0,23
6073,20/8/2014,Thursday,American Airlines,ORD,SFO,Embraer E175,On-time,Evening,0,12
6074,15/5/2012,Tuesday,United Airlines,MIA,LAX,Boeing 737,On-time,Evening,0,13
6075,13/3/2013,Friday,United Airlines,LGA,LAX,Embraer E175,On-time,Afternoon,0,5
6076,20/8/2012,Saturday,American Airlines,JFK,LGA,Boeing 737,On-time,Morning,0,15
6077,15/6/2011,Tuesday,JetBlue Airways,JFK,LGA,Airbus A320,On-time,Night,0,21
6078,9/12/2014,Sunday,American Airlines,LAX,DFW,Airbus A380,Delayed,Afternoon,108,28
6079,6/4/2012,Friday,Delta Airlines,LGA,ATL,Boeing 777,Delayed,Evening,47,2
6080,8/7/2013,Monday,United Airlines,ORD,EWR,Boeing 737,On-time,Evening,0,6
6081,24/4/2011,Thursday,Southwest Airlines,SFO,ORD,Boeing 737,On-time,Evening,0,4
6082,27/12/2014,Thursday,United Airlines,MIA,ORD,Boeing 777,On-time,Night,0,23
6083,18/9/2013,Monday,Southwest Airlines,MIA,JFK,Airbus A380,On-time,Evening,0,13
6084,11/10/2014,Wednesday,Delta Airlines,DEN,EWR,Embraer E175,On-time,Morning,0,2
6085,15/9/2015,Sunday,Delta Airlines,LAX,ATL,Airbus A380,On-time,Night,0,24
6086,26/7/2011,Saturday,Delta Airlines,LGA,DFW,Boeing 737,Delayed,Night,137,5
6087,27/11/2015,Thursday,American Airlines,JFK,LAX,Embraer E175,Delayed,Evening,92,8
6088,12/6/2014,Tuesday,United Airlines,DFW,DEN,Airbus A320,Delayed,Night,68,16
6089,5/1/2015,Saturday,Southwest Airlines,MIA,EWR,Boeing 777,Delayed,Night,10,7
6090,10/10/2014,Thursday,Delta Airlines,EWR,ORD,Airbus A380,Delayed,Morning,27,3
6091,29/5/2012,Sunday,Delta Airlines,ORD,ORD,Embraer E175,On-time,Afternoon,0,25
6092,16/5/2014,Wednesday,Southwest Airlines,ATL,SFO,Boeing 777,Delayed,Morning,161,9
6093,9/12/2012,Sunday,United Airlines,ATL,LAX,Airbus A380,On-time,Afternoon,0,13
6094,22/2/2014,Tuesday,United Airlines,LGA,DFW,Boeing 737,On-time,Morning,0,2
6095,18/5/2011,Sunday,Southwest Airlines,SFO,MIA,Boeing 737,On-time,Evening,0,19
6096,5/12/2011,Saturday,JetBlue Airways,LAX,JFK,Boeing 737,On-time,Morning,0,11
6097,20/6/2012,Tuesday,United Airlines,MIA,JFK,Airbus A320,On-time,Night,0,26
6098,9/3/2011,Monday,Southwest Airlines,JFK,LGA,Boeing 737,On-time,Night,0,10
6099,16/5/2015,Friday,Southwest Airlines,LGA,LAX,Boeing 737,On-time,Night,0,11
6100,14/4/2015,Monday,Delta Airlines,SFO,ORD,Boeing 737,On-time,Evening,0,17
6101,18/1/2012,Saturday,Southwest Airlines,DFW,LAX,Embraer E175,On-time,Morning,0,17
6102,19/1/2011,Friday,American Airlines,MIA,ORD,Boeing 777,On-time,Afternoon,0,3
6103,13/11/2012,Monday,Delta Airlines,LGA,LGA,Airbus A320,On-time,Morning,0,12
6104,13/1/2015,Friday,Delta Airlines,DFW,SFO,Airbus A380,On-time,Morning,0,3
6105,15/3/2011,Thursday,United Airlines,LAX,EWR,Airbus A320,Delayed,Afternoon,61,5
6106,26/7/2012,Sunday,JetBlue Airways,MIA,DFW,Boeing 777,Delayed,Morning,109,6
6107,27/7/2013,Tuesday,United Airlines,LGA,JFK,Boeing 737,On-time,Night,0,20
6108,16/8/2015,Friday,American Airlines,LAX,DEN,Boeing 737,On-time,Afternoon,0,10
6109,23/7/2014,Thursday,Delta Airlines,ATL,LAX,Airbus A380,Delayed,Morning,93,11
6110,7/12/2013,Sunday,Delta Airlines,LAX,ATL,Airbus A320,Delayed,Afternoon,46,23
6111,30/7/2011,Sunday,Southwest Airlines,EWR,DFW,Airbus A320,On-time,Afternoon,0,19
6112,4/5/2013,Wednesday,JetBlue Airways,ORD,EWR,Airbus A380,On-time,Evening,0,20
6113,12/10/2012,Monday,JetBlue Airways,JFK,SFO,Airbus A320,On-time,Afternoon,0,11
6114,4/7/2015,Wednesday,Southwest Airlines,DEN,SFO,Airbus A320,On-time,Afternoon,0,21
6115,20/9/2013,Saturday,American Airlines,ATL,DEN,Airbus A320,On-time,Evening,0,8
6116,25/11/2012,Thursday,JetBlue Airways,DEN,JFK,Airbus A380,On-time,Evening,0,9
6117,23/6/2012,Wednesday,Delta Airlines,MIA,LGA,Airbus A380,On-time,Night,0,3
6118,29/9/2015,Wednesday,American Airlines,LAX,LGA,Boeing 777,On-time,Night,0,1
6119,29/4/2014,Sunday,United Airlines,LAX,EWR,Airbus A320,Delayed,Afternoon,5,2
6120,31/8/2014,Thursday,United Airlines,ATL,LGA,Boeing 777,Delayed,Evening,82,2
6121,19/6/2013,Sunday,American Airlines,ATL,JFK,Embraer E175,Delayed,Afternoon,17,3
6122,6/5/2015,Tuesday,Delta Airlines,ORD,ATL,Embraer E175,On-time,Afternoon,0,18
6123,12/8/2015,Friday,United Airlines,ATL,ORD,Airbus A320,On-time,Morning,0,27
6124,18/2/2013,Saturday,Delta Airlines,ATL,DFW,Boeing 737,Delayed,Afternoon,35,17
6125,5/5/2015,Saturday,Southwest Airlines,DEN,MIA,Embraer E175,On-time,Evening,0,12
6126,17/11/2015,Monday,JetBlue Airways,ORD,DFW,Boeing 737,On-time,Morning,0,27
6127,10/2/2014,Sunday,American Airlines,LGA,LGA,Boeing 777,On-time,Morning,0,6
6128,19/6/2011,Friday,JetBlue Airways,LAX,DFW,Airbus A320,Delayed,Evening,141,7
6129,31/1/2015,Monday,Southwest Airlines,LAX,LGA,Boeing 777,On-time,Night,0,28
6130,29/8/2015,Saturday,United Airlines,ATL,LGA,Boeing 777,Delayed,Evening,129,17
6131,3/11/2013,Friday,Delta Airlines,ORD,ORD,Airbus A380,On-time,Morning,0,9
6132,5/10/2015,Wednesday,Delta Airlines,ATL,ORD,Airbus A320,On-time,Evening,0,23
6133,15/10/2011,Tuesday,Southwest Airlines,ORD,DEN,Airbus A380,Delayed,Evening,57,12
6134,8/7/2011,Wednesday,American Airlines,DEN,ATL,Boeing 777,Delayed,Night,116,14
6135,2/7/2013,Tuesday,JetBlue Airways,LAX,ATL,Boeing 737,On-time,Afternoon,0,11
6136,24/3/2014,Sunday,United Airlines,EWR,MIA,Airbus A320,Delayed,Evening,115,4
6137,10/5/2015,Thursday,American Airlines,SFO,JFK,Airbus A320,On-time,Afternoon,0,19
6138,24/11/2012,Monday,Southwest Airlines,EWR,LAX,Embraer E175,On-time,Evening,0,6
6139,12/10/2015,Monday,Southwest Airlines,DEN,JFK,Boeing 737,On-time,Evening,0,19
6140,6/6/2013,Thursday,Delta Airlines,MIA,MIA,Boeing 737,On-time,Night,0,16
6141,15/4/2012,Friday,United Airlines,ATL,ATL,Boeing 777,On-time,Evening,0,16
6142,3/1/2014,Thursday,American Airlines,SFO,DEN,Boeing 777,On-time,Night,0,4
6143,4/10/2011,Sunday,Delta Airlines,EWR,JFK,Boeing 777,On-time,Evening,0,25
6144,28/7/2013,Saturday,United Airlines,MIA,EWR,Embraer E175,Delayed,Morning,114,5
6145,27/7/2015,Thursday,JetBlue Airways,MIA,JFK,Boeing 737,On-time,Morning,0,10
6146,28/9/2014,Tuesday,JetBlue Airways,DEN,ORD,Airbus A380,Delayed,Night,110,5
6147,19/12/2014,Saturday,Delta Airlines,DFW,MIA,Boeing 737,Delayed,Evening,19,9
6148,24/7/2012,Thursday,American Airlines,DFW,JFK,Airbus A380,On-time,Morning,0,18
6149,15/3/2015,Monday,United Airlines,MIA,MIA,Airbus A320,Delayed,Evening,83,23
6150,6/5/2013,Wednesday,JetBlue Airways,SFO,EWR,Airbus A380,On-time,Night,0,23
6151,27/9/2013,Tuesday,JetBlue Airways,DEN,ATL,Airbus A320,Delayed,Evening,45,6
6152,20/4/2014,Sunday,American Airlines,EWR,ATL,Boeing 777,On-time,Afternoon,0,14
6153,2/4/2012,Tuesday,Delta Airlines,ORD,LGA,Boeing 737,On-time,Night,0,20
6154,6/7/2013,Friday,Southwest Airlines,ORD,EWR,Boeing 777,On-time,Night,0,23
6155,12/4/2013,Wednesday,United Airlines,ATL,SFO,Boeing 737,Delayed,Afternoon,126,29
6156,23/12/2013,Tuesday,JetBlue Airways,EWR,JFK,Airbus A380,Delayed,Evening,137,16
6157,18/4/2013,Thursday,Southwest Airlines,SFO,JFK,Boeing 737,On-time,Morning,0,3
6158,7/7/2014,Tuesday,American Airlines,DFW,LGA,Airbus A380,On-time,Night,0,25
6159,12/7/2011,Tuesday,Delta Airlines,LAX,DEN,Boeing 737,On-time,Night,0,1
6160,6/8/2015,Tuesday,United Airlines,ORD,ORD,Airbus A320,On-time,Morning,0,6
6161,7/9/2012,Friday,American Airlines,ATL,LAX,Airbus A380,On-time,Evening,0,1
6162,10/2/2012,Tuesday,Delta Airlines,JFK,DFW,Boeing 777,Delayed,Morning,62,6
6163,16/10/2015,Tuesday,American Airlines,LGA,ORD,Boeing 777,On-time,Evening,0,21
6164,13/11/2015,Friday,JetBlue Airways,JFK,SFO,Boeing 777,Delayed,Afternoon,4,27
6165,31/7/2013,Saturday,JetBlue Airways,SFO,ORD,Boeing 777,On-time,Morning,0,5
6166,21/12/2012,Wednesday,Southwest Airlines,SFO,LGA,Airbus A320,Delayed,Night,20,27
6167,3/4/2011,Sunday,American Airlines,ATL,EWR,Airbus A320,On-time,Morning,0,26
6168,5/3/2012,Saturday,JetBlue Airways,DEN,SFO,Embraer E175,On-time,Night,0,12
6169,15/10/2012,Monday,Delta Airlines,MIA,DFW,Embraer E175,On-time,Afternoon,0,6
6170,28/12/2014,Friday,Southwest Airlines,LAX,ORD,Embraer E175,On-time,Evening,0,8
6171,28/11/2014,Friday,United Airlines,JFK,ATL,Embraer E175,Delayed,Night,160,25
6172,9/3/2012,Tuesday,American Airlines,LAX,EWR,Boeing 737,Delayed,Morning,131,19
6173,9/2/2014,Tuesday,JetBlue Airways,DFW,LAX,Airbus A380,On-time,Afternoon,0,5
6174,10/1/2012,Sunday,Delta Airlines,LGA,JFK,Boeing 777,On-time,Night,0,15
6175,18/12/2013,Monday,American Airlines,LGA,ATL,Boeing 737,On-time,Morning,0,14
6176,2/12/2013,Tuesday,Delta Airlines,ORD,DFW,Airbus A320,On-time,Afternoon,0,16
6177,26/7/2011,Thursday,Southwest Airlines,SFO,LGA,Boeing 777,Delayed,Morning,100,6
6178,18/2/2013,Tuesday,JetBlue Airways,EWR,DEN,Airbus A380,On-time,Evening,0,29
6179,12/8/2014,Tuesday,JetBlue Airways,DFW,MIA,Airbus A380,Delayed,Night,48,17
6180,15/2/2014,Thursday,Southwest Airlines,MIA,ORD,Airbus A320,On-time,Morning,0,17
6181,15/6/2012,Monday,Delta Airlines,SFO,MIA,Boeing 777,On-time,Afternoon,0,16
6182,30/5/2014,Thursday,American Airlines,SFO,EWR,Embraer E175,On-time,Evening,0,1
6183,15/6/2011,Friday,Delta Airlines,LAX,LGA,Boeing 777,On-time,Morning,0,18
6184,4/10/2012,Thursday,American Airlines,LGA,DEN,Boeing 777,On-time,Night,0,4
6185,25/3/2014,Wednesday,Southwest Airlines,JFK,LAX,Airbus A380,On-time,Afternoon,0,22
6186,22/4/2014,Friday,United Airlines,ORD,DFW,Airbus A320,On-time,Afternoon,0,3
6187,31/3/2011,Tuesday,American Airlines,ATL,DFW,Boeing 777,Delayed,Evening,63,25
6188,22/1/2014,Sunday,JetBlue Airways,ORD,MIA,Boeing 737,On-time,Morning,0,3
6189,13/1/2011,Friday,JetBlue Airways,DFW,SFO,Boeing 737,On-time,Evening,0,13
6190,30/8/2013,Monday,JetBlue Airways,SFO,MIA,Airbus A320,Delayed,Afternoon,154,20
6191,15/3/2013,Monday,Delta Airlines,MIA,DEN,Embraer E175,Delayed,Night,33,4
6192,2/8/2013,Thursday,Delta Airlines,MIA,DEN,Boeing 777,On-time,Afternoon,0,11
6193,11/1/2013,Friday,Delta Airlines,ORD,DFW,Boeing 777,On-time,Morning,0,21
6194,1/1/2015,Tuesday,JetBlue Airways,ORD,MIA,Airbus A380,On-time,Afternoon,0,5
6195,11/4/2015,Monday,American Airlines,EWR,ATL,Boeing 777,On-time,Night,0,2
6196,30/5/2015,Saturday,JetBlue Airways,DEN,SFO,Embraer E175,On-time,Night,0,6
6197,25/5/2013,Tuesday,American Airlines,SFO,DFW,Boeing 777,On-time,Evening,0,25
6198,19/3/2014,Saturday,Delta Airlines,JFK,EWR,Boeing 777,On-time,Afternoon,0,5
6199,21/10/2012,Wednesday,United Airlines,ORD,ORD,Airbus A380,On-time,Morning,0,1
6200,28/10/2013,Saturday,Delta Airlines,DFW,EWR,Boeing 737,Delayed,Night,163,25
6201,18/11/2013,Monday,Southwest Airlines,DEN,ORD,Boeing 737,Delayed,Night,57,23
6202,23/10/2011,Thursday,American Airlines,MIA,DEN,Embraer E175,On-time,Morning,0,23
6203,12/9/2013,Wednesday,United Airlines,DEN,SFO,Airbus A320,On-time,Afternoon,0,11
6204,14/7/2013,Friday,Delta Airlines,DFW,LGA,Airbus A320,On-time,Night,0,6
6205,11/10/2015,Tuesday,United Airlines,DEN,ORD,Airbus A380,On-time,Evening,0,17
6206,1/10/2012,Monday,JetBlue Airways,SFO,EWR,Boeing 777,Delayed,Night,30,11
6207,6/12/2011,Wednesday,American Airlines,MIA,DFW,Airbus A380,Delayed,Morning,45,7
6208,19/9/2012,Wednesday,Southwest Airlines,DFW,LAX,Boeing 737,On-time,Afternoon,0,16
6209,14/3/2012,Monday,JetBlue Airways,EWR,ATL,Embraer E175,On-time,Night,0,20
6210,13/3/2014,Friday,United Airlines,SFO,MIA,Airbus A320,On-time,Night,0,5
6211,30/7/2013,Friday,Delta Airlines,JFK,ORD,Boeing 777,Delayed,Afternoon,67,7
6212,9/4/2013,Thursday,American Airlines,DEN,DEN,Airbus A320,Delayed,Afternoon,45,3
6213,6/11/2015,Sunday,Southwest Airlines,ORD,LGA,Boeing 737,On-time,Evening,0,2
6214,2/6/2012,Saturday,Delta Airlines,EWR,LAX,Boeing 777,On-time,Night,0,27
6215,2/9/2013,Friday,Southwest Airlines,SFO,LAX,Boeing 737,On-time,Evening,0,1
6216,4/12/2013,Thursday,American Airlines,ORD,ORD,Airbus A320,On-time,Evening,0,8
6217,12/8/2013,Saturday,United Airlines,DFW,LAX,Airbus A320,On-time,Morning,0,24
6218,16/6/2014,Wednesday,Southwest Airlines,LGA,ATL,Boeing 737,On-time,Night,0,7
6219,9/8/2013,Monday,American Airlines,JFK,ATL,Boeing 777,On-time,Afternoon,0,10
6220,1/8/2013,Friday,Southwest Airlines,JFK,DEN,Boeing 737,On-time,Evening,0,14
6221,4/6/2011,Thursday,Delta Airlines,EWR,LAX,Boeing 777,Delayed,Morning,94,9
6222,19/4/2014,Wednesday,Southwest Airlines,EWR,ORD,Airbus A380,On-time,Morning,0,26
6223,23/5/2014,Friday,Delta Airlines,DEN,DFW,Airbus A380,Delayed,Night,8,11
6224,29/3/2011,Tuesday,Delta Airlines,DFW,DEN,Boeing 777,On-time,Morning,0,1
6225,3/7/2014,Sunday,American Airlines,MIA,SFO,Boeing 737,Delayed,Morning,28,19
6226,15/3/2015,Wednesday,JetBlue Airways,DEN,MIA,Boeing 777,On-time,Night,0,21
6227,1/1/2014,Friday,Southwest Airlines,JFK,DEN,Airbus A320,On-time,Evening,0,14
6228,19/7/2013,Wednesday,United Airlines,LAX,LAX,Boeing 737,On-time,Morning,0,18
6229,28/6/2011,Monday,Delta Airlines,DEN,LAX,Boeing 777,On-time,Evening,0,23
6230,31/7/2011,Monday,JetBlue Airways,MIA,MIA,Airbus A320,On-time,Evening,0,12
6231,11/6/2014,Sunday,Delta Airlines,LGA,ATL,Embraer E175,On-time,Evening,0,22
6232,9/4/2012,Monday,JetBlue Airways,DFW,EWR,Airbus A320,On-time,Afternoon,0,28
6233,10/11/2015,Saturday,JetBlue Airways,DEN,LGA,Boeing 777,Delayed,Night,171,27
6234,31/5/2014,Tuesday,United Airlines,SFO,LGA,Boeing 737,Delayed,Night,130,10
6235,22/9/2012,Monday,JetBlue Airways,DFW,SFO,Boeing 737,On-time,Evening,0,18
6236,4/4/2013,Tuesday,United Airlines,SFO,DEN,Airbus A380,Delayed,Morning,145,24
6237,11/7/2014,Monday,American Airlines,LGA,ORD,Boeing 777,On-time,Afternoon,0,3
6238,15/5/2014,Saturday,Delta Airlines,JFK,SFO,Airbus A320,On-time,Afternoon,0,4
6239,29/8/2012,Wednesday,United Airlines,JFK,ATL,Airbus A320,On-time,Night,0,21
6240,3/6/2013,Friday,Delta Airlines,LAX,MIA,Boeing 777,On-time,Afternoon,0,22
6241,24/10/2015,Friday,Southwest Airlines,JFK,JFK,Airbus A320,On-time,Evening,0,28
6242,1/1/2012,Monday,American Airlines,DFW,DEN,Embraer E175,Delayed,Evening,145,9
6243,3/10/2011,Friday,Southwest Airlines,DEN,EWR,Airbus A380,On-time,Night,0,12
6244,15/1/2012,Monday,Southwest Airlines,EWR,SFO,Boeing 737,On-time,Night,0,9
6245,2/11/2015,Monday,JetBlue Airways,JFK,JFK,Airbus A320,On-time,Afternoon,0,9
6246,25/8/2014,Sunday,JetBlue Airways,EWR,EWR,Embraer E175,On-time,Morning,0,16
6247,13/7/2015,Thursday,Southwest Airlines,LGA,JFK,Boeing 777,On-time,Afternoon,0,24
6248,15/7/2014,Thursday,JetBlue Airways,ORD,JFK,Airbus A320,On-time,Night,0,5
6249,2/8/2013,Sunday,Delta Airlines,DFW,ORD,Boeing 777,On-time,Evening,0,5
6250,14/12/2015,Thursday,JetBlue Airways,SFO,LAX,Embraer E175,Delayed,Evening,162,14
6251,23/12/2013,Tuesday,Southwest Airlines,ATL,MIA,Embraer E175,On-time,Morning,0,20
6252,20/3/2013,Thursday,JetBlue Airways,LAX,LAX,Boeing 737,On-time,Morning,0,14
6253,5/10/2014,Monday,JetBlue Airways,JFK,ATL,Boeing 777,Delayed,Afternoon,123,15
6254,13/7/2013,Saturday,United Airlines,ORD,EWR,Airbus A380,On-time,Evening,0,16
6255,8/5/2012,Saturday,United Airlines,DEN,LGA,Boeing 737,Delayed,Afternoon,12,7
6256,27/3/2015,Wednesday,Southwest Airlines,LAX,MIA,Boeing 777,Delayed,Morning,7,11
6257,26/1/2014,Thursday,Delta Airlines,JFK,DEN,Boeing 777,On-time,Night,0,4
6258,30/12/2013,Saturday,American Airlines,ATL,DFW,Embraer E175,On-time,Afternoon,0,5
6259,30/12/2011,Thursday,American Airlines,MIA,MIA,Embraer E175,On-time,Afternoon,0,14
6260,23/7/2012,Wednesday,Southwest Airlines,ATL,LAX,Boeing 777,On-time,Evening,0,9
6261,31/12/2015,Saturday,Delta Airlines,LGA,LGA,Embraer E175,On-time,Evening,0,23
6262,1/2/2013,Monday,Delta Airlines,ORD,SFO,Boeing 777,On-time,Evening,0,9
6263,3/10/2011,Tuesday,Delta Airlines,MIA,DEN,Boeing 777,Delayed,Afternoon,99,24
6264,19/2/2011,Sunday,United Airlines,SFO,LAX,Boeing 737,On-time,Evening,0,11
6265,13/10/2014,Sunday,Southwest Airlines,ORD,ATL,Boeing 737,On-time,Evening,0,28
6266,28/12/2012,Sunday,American Airlines,DEN,MIA,Airbus A380,On-time,Morning,0,19
6267,24/6/2013,Thursday,Delta Airlines,MIA,ORD,Boeing 737,On-time,Evening,0,19
6268,16/7/2013,Saturday,Southwest Airlines,EWR,LAX,Airbus A320,On-time,Night,0,12
6269,17/7/2012,Saturday,American Airlines,MIA,LGA,Airbus A320,On-time,Morning,0,15
6270,21/2/2013,Wednesday,United Airlines,LGA,ATL,Embraer E175,Delayed,Afternoon,133,2
6271,29/4/2012,Monday,JetBlue Airways,LAX,JFK,Airbus A320,On-time,Afternoon,0,12
6272,12/1/2014,Friday,American Airlines,SFO,DFW,Boeing 737,On-time,Evening,0,3
6273,20/7/2015,Saturday,American Airlines,SFO,SFO,Airbus A380,On-time,Night,0,26
6274,6/8/2012,Tuesday,American Airlines,EWR,EWR,Boeing 777,On-time,Morning,0,15
6275,12/8/2014,Wednesday,JetBlue Airways,JFK,ORD,Airbus A380,On-time,Evening,0,14
6276,24/8/2011,Saturday,Delta Airlines,JFK,SFO,Boeing 737,On-time,Morning,0,19
6277,25/2/2011,Saturday,JetBlue Airways,LAX,LAX,Boeing 737,Delayed,Evening,161,3
6278,26/12/2011,Wednesday,American Airlines,LAX,ORD,Boeing 737,On-time,Morning,0,15
6279,20/4/2011,Wednesday,United Airlines,MIA,EWR,Embraer E175,Delayed,Morning,103,11
6280,11/7/2011,Thursday,American Airlines,ORD,SFO,Airbus A320,Delayed,Afternoon,157,22
6281,22/6/2013,Saturday,United Airlines,ATL,DFW,Boeing 737,On-time,Morning,0,9
6282,21/1/2014,Friday,Southwest Airlines,ORD,DFW,Boeing 777,Delayed,Night,100,28
6283,11/5/2013,Tuesday,United Airlines,MIA,LAX,Airbus A320,Delayed,Afternoon,113,29
